CUSTOMER,Pin-pkg,Prod_ID,Bond ID,TA/TB,entity,Lot amount,,
PHISON,STBGA169D4V,169XNNV002,ANV169XN6002A,TB-U,BB894,2,,
PHISON,STBGA169D4V,169XNNV002,ANV169XN6002A,TB-U,BB897,3,,
PHISON,STBGA169D4V,169XNNV002,ANV169XN6002A,TB-U,BB898,3,,
PHISON,STBGA169D4V,169XNNV002,ANV169XN6002A,TB-U,BB907,3,,
PHISON,STBGA169D4V,169XNNV002,ANV169XN6002A,TB-U,BB915,3,,
PHISON,STBGA169D4V,169XNNV002,ANV169XN6002A,TB-U,BB919,3,,
SCS,STBGA200DDP,200KXUL001,AUL200KX1001A,TA-2,BB772,1,,
SCS,STBGA200DDP,200KXUL001,AUL200KX1001A,TA-2,BB775,1,,
SCS,STBGA200DDP,200KXUL001,AUL200KX1001A,TA-2,BBB33,1,,
WINBOND,DFN-08Y62D,008Y6AB024,AAB008Y62010A,TB-I,BBA01,5,,
WINBOND,DFN-08Y62D,008Y6AB024,AAB008Y62010A,TB-I,BBA04,4,,
WINBOND,DFN-08Y62D,008Y6AB024,AAB008Y62010A,TB-I,BBA12,4,,
WINBOND,DFN-08Y62D,008Y6AB024,AAB008Y62010A,TB-I,BBA23,4,,
WINBOND,DFN-08Y62D,008Y6AB024,AAB008Y62010A,TB-I,BBA26,4,,
WINBOND,DFN-08Y62D,008Y6AB024,AAB008Y62010A,TB-I,BBA30,4,,
WINBOND,DFN-08Y62D,008Y6AB024,AAB008Y62010A,TB-U,BB866,3,,
WINBOND,DFN-08Y62D,008Y6AB024,AAB008Y62010A,TB-U,BB893,3,,
WINBOND,DFN-08Y62D,008Y6AB028,AAB008Y62014A,TB-P,BBD04,1,,
WINBOND,DFN-08Y62D,008Y6AB028,AAB008Y62014A,TB-P,BBD24,2,,
WINBOND,DFN-08Y62D,008Y6AB028,AAB008Y62014A,TB-R,BBR31,6,,
WINBOND,DFN-08Y62D,008Y6AB028,AAB008Y62014A,TB-R,BBR36,4,,
WINBOND,DFN-08YB2G,008YBAB019,AAB008YB2008A,TB-P,BBD02,2,,
WINBOND,DFN-08YB2G,008YBAB019,AAB008YB2008A,TB-P,BBL21,1,,
WINBOND,DFN-08YD2A,008YDAB014,AAB008YD2003A,TB-R,BBR05,7,,
WINBOND,DFN-08YD2A,008YDAB014,AAB008YD2003A,TB-R,BBR33,8,,
WINBOND,DFN-08YD2A,008YDAB014,AAB008YD2003A,TB-U,BB803,6,,
WINBOND,DFN-08YD2A,008YDAB014,AAB008YD2003A,TB-U,BB809,6,,
WINBOND,DFN-08YD2A,008YDAB014,AAB008YD2003A,TB-U,BB812,6,,
WINBOND,DFN-08YD2A,008YDAB014,AAB008YD2003A,TB-U,BB817,5,,
WINBOND,DFN-08YD2A,008YDAB014,AAB008YD2003A,TB-U,BB821,6,,
WINBOND,DFN-08YD2A,008YDAB014,AAB008YD2003A,TB-U,BB838,7,,
WINBOND,DFN-08YD2A,008YDAB014,AAB008YD2003A,TB-U,BB849,5,,
WINBOND,DFN-08YD2A,008YDAB014,AAB008YD2003A,TB-U,BB867,5,,
WINBOND,DFN-08YD2A,008YDAB014,AAB008YD2003A,TB-U,BB880,5,,
WINBOND,DFN-08YD2A,008YDAB014,AAB008YD2003A,TB-U,BB881,5,,
WINBOND,DFN-08YD2A,008YDAB014,AAB008YD2003A,TB-U,BB930,6,,
WINBOND,DFN-08YD2A,008YDAB014,AAB008YD2003A,TB-U,BB932,6,,
WINBOND,DFN-08YD2A,008YDAB014,AAB008YD2003A,TB-U,BB933,5,,
WINBOND,DFN-08YM2D,008YMAB047,AAB008YM2025A,TB-P,BBD11,1,,
WINBOND,DFN-08YM2D,008YMAB047,AAB008YM2025A,TB-P,BBD43,4,,
WINBOND,DFN-08YM2D,008YMAB047,AAB008YM2025A,TB-P,BBD53,2,,
WINBOND,DFN-08YM2D,008YMAB047,AAB008YM2025A,TB-P,BBD59,2,,
WINBOND,DFN-08YM2D,008YMAB047,AAB008YM2025A,TB-P,BBL01,3,,
WINBOND,DFN-08YM2D,008YMAB047,AAB008YM2025A,TB-P,BBL18,3,,
WINBOND,DFN-08YM2D,008YMAB047,AAB008YM2025A,TB-U,BB805,1,,
WINBOND,DFN-08YM2D,008YMAB047,AAB008YM2025A,TB-U,BB858,2,,
WINBOND,DFN-08YM2D,008YMAB047,AAB008YM2025A,TB-U,BB921,2,,
WINBOND,DFN-08YM2D,008YMAB047,AAB008YM2025A,TB-U,BB925,3,,
WINBOND,DFN-08YM2D,008YMAB048,AAB008YM2023A,TB-IP,BBS08,2,,
WINBOND,DFN-08YM2D,008YMAB048,AAB008YM2023A,TB-P,BBD11,2,,
WINBOND,DFN-08YM2D,008YMAB048,AAB008YM2023A,TB-P,BBD53,2,,
WINBOND,DFN-08YM2D,008YMAB048,AAB008YM2023A,TB-P,BBD59,2,,
WINBOND,DFN-08YM2D,008YMAB048,AAB008YM2023A,TB-P,BBL01,1,,
WINBOND,DFN-08YM2D,008YMAB048,AAB008YM2023A,TB-U,BB805,2,,
WINBOND,DFN-08YM2D,008YMAB048,AAB008YM2023A,TB-U,BB858,1,,
WINBOND,DFN-08YM2D,008YMAB048,AAB008YM2023A,TB-U,BB921,1,,
WINBOND,DFN-08YM2D,008YMAB062,AAB008YM2023A,TB-P,BBD03,1,,
WINBOND,DFN-08YM2D,008YMAB062,AAB008YM2023A,TB-P,BBD52,1,,
WINBOND,DFN-08YM2D,008YMAB062,AAB008YM2023A,TB-R,BBR08,1,,
WINBOND,DFN-08YM2D,008YMAB062,AAB008YM2023A,TB-R,BBR35,1,,
WINBOND,DFN-08YM2D,008YMAB062,AAB008YM2023A,TB-R,BBR37,1,,
WINBOND,DFN-08YM2D,008YMAB062,AAB008YM2023A,TB-U,BB835,1,,
WINBOND,DFN-08YM2D,008YMAB062,AAB008YM2023A,TB-U,BB836,2,,
WINBOND,DFN-08YM2D,008YMAB062,AAB008YM2023A,TB-U,BB837,1,,
WINBOND,DFN-08YM2D,008YMAB062,AAB008YM2023A,TB-U,BB848,1,,
WINBOND,DFN-08YM2D,008YMAB062,AAB008YM2023A,TB-U,BB859,1,,
WINBOND,DFN-08YM2D,008YMAB062,AAB008YM2023A,TB-U,BB873,1,,
WINBOND,DFN-08YM2D,008YMAB062,AAB008YM2023A,TB-U,BB876,1,,
WINBOND,DFN-08YM2D,008YMAB062,AAB008YM2023A,TB-U,BB900,1,,
WINBOND,DFN-08YM2D,008YMAB062,AAB008YM2023A,TB-U,BB906,1,,
WINBOND,DFN-08YM2D,008YMAB062,AAB008YM2023A,TB-U,BB918,3,,
WINBOND,DFN-08YM2D,008YMAB062,AAB008YM2023A,TB-U,BB920,1,,
WINBOND,FBGA-84UC2H,084UCAB028,AAB084CC9002A,TB-5P,BBC07,5,,
WINBOND,FBGA-84UC2H,084UCAB028,AAB084CC9002A,TB-5P,BBC38,6,,
WINBOND,FBGA60UEM2-1,060EMAB004,AAB060EM2001A,TA-2,BBB09,1,,
WINBOND,FBGA96UEF3-2,096EFAB009,AAB096EF3001A,TA,BB445,1,,
WINBOND,FBGA96UEF3-2,096EFAB009,AAB096EF3001A,TA,BB522,2,,
WINBOND,FBGA96UEF3-2,096EFAB009,AAB096EF3001A,TA,BB527,1,,
WINBOND,FBGA96UEL(2),096ELAB015,AAB096EL1002A,TA,BB476,4,,
WINBOND,FBGA96UEL(2),096ELAB015,AAB096EL1002A,TA,BB479,4,,
WINBOND,FBGA96UEL(2),096ELAB015,AAB096EL1002A,TA,BB505,5,,
WINBOND,FBGA96UEL(2),096ELAB015,AAB096EL1002A,TA,BB545,5,,
WINBOND,FBGA96UEL(2),096ELAB016,AAB096EL1003A,TA,BB441,1,,
WINBOND,FBGA96UEL(2),096ELAB016,AAB096EL1003A,TA,BB463,1,,
WINBOND,FBGA96UEL(2),096ELAB016,AAB096EL1003A,TA,BB467,1,,
WINBOND,FBGA96UEL(2),096ELAB016,AAB096EL1003A,TA,BB502,1,,
WINBOND,FBGA96UEL(2),096ELAB016,AAB096EL1003A,TA,BB507,1,,
WINBOND,FBGA96UEL(2),096ELAB016,AAB096EL1003A,TA,BB511,1,,
WINBOND,FBGA96UEL(2),096ELAB016,AAB096EL1003A,TA,BB512,1,,
WINBOND,FBGA96UEL(2),096ELAB016,AAB096EL1003A,TA,BB524,1,,
WINBOND,FBGA96UEL(2),096ELAB016,AAB096EL1003A,TA,BB533,1,,
WINBOND,FBGA96UEL(2),096ELAB016,AAB096EL1003A,TA,BB543,1,,
WINBOND,FBGA96UEL(2),096ELAB016,AAB096EL1003A,TA,BB553,1,,
WINBOND,FBGA96UEL(2),096ELAB016,AAB096EL1003A,TA,BB605,1,,
WINBOND,FBGA96UEL(2),096ELAB016,AAB096EL1003A,TA,BB609,1,,
WINBOND,MBGA24J3U,024MAAB086,AAB024MAA008A,TA,BB509,1,,
WINBOND,MBGA24J3U,024MAAB086,AAB024MAA008A,TA,BB515,1,,
WINBOND,MBGA24J3U,024MAAB086,AAB024MAA008A,TA,BB521,1,,
WINBOND,MBGA24J3U,024MAAB086,AAB024MAA008A,TA,BB589,1,,
WINBOND,MBGA24J3U,024MAAB086,AAB024MAA008A,TA,BB610,1,,
WINBOND,MBGA24J3U,024MAAB086,AAB024MAA008A,TA,BB613,1,,
WINBOND,MBGA24J3U,024MAAB086,AAB024MAA008A,TA,BB619,1,,
WINBOND,STBGA162B4U,162KEAB004,AAB162KE1002A,TA,BB452,1,,
WINBOND,STBGA162B4U,162KEAB004,AAB162KE1002A,TA,BB466,1,,
WINBOND,STBGA162B4U,162KEAB004,AAB162KE1002A,TA,BB469,2,,
WINBOND,STBGA162B4U,162KEAB004,AAB162KE1002A,TA,BB483,1,,
WINBOND,STBGA162B4U,162KEAB004,AAB162KE1002A,TA,BB498,1,,
WINBOND,STBGA162B4U,162KEAB004,AAB162KE1002A,TA,BB519,2,,
WINBOND,STBGA162B4U,162KEAB004,AAB162KE1002A,TA,BB538,2,,
WINBOND,STBGA162B4U,162KEAB004,AAB162KE1002A,TA,BB548,2,,
WINBOND,STBGA162B4U,162KEAB004,AAB162KE1002A,TA,BB555,1,,
WINBOND,STBGA162B4U,162KEAB004,AAB162KE1002A,TA,BB563,2,,
WINBOND,STBGA162B4U,162KEAB004,AAB162KE1002A,TA,BB568,1,,
WINBOND,STBGA162B4U,162KEAB004,AAB162KE1002A,TA,BB573,2,,
WINBOND,STBGA162B4U,162KEAB004,AAB162KE1002A,TA,BB584,1,,
WINBOND,STBGA162B4U,162KEAB004,AAB162KE1002A,TA,BB590,2,,
WINBOND,STBGA162B4U,162KEAB004,AAB162KE1002A,TA,BB593,2,,
WINBOND,STBGA162B4U,162KEAB004,AAB162KE1002A,TA,BB606,3,,
WINBOND,STBGA162B4U,162KEAB004,AAB162KE1002A,TA,BB614,2,,
WINBOND,STBGA162B4U,162KEAB011,AAB162KE1006A,TA-2,BB725,1,,
WINBOND,STBGA162B4U,162KEAB011,AAB162KE1006A,TA-2,BB786,2,,
WINBOND,STBGA162B4U,162KEAB011,AAB162KE1006A,TA-2,BBB15,1,,
WINBOND,STDFN-08YQ2A,008YQAB085,AAB008YQ2034A,TB-R,BBR03,1,,
WINBOND,STDFN-08YQ2A,008YQAB085,AAB008YQ2034A,TB-R,BBR26,3,,
WINBOND,STDFN-08YQ2A,008YQAB085,AAB008YQ2034A,TB-R,BBR39,2,,
WINBOND,STDFN-08YQ2A,008YQAB085,AAB008YQ2034A,TB-R,BBR45,4,,
WINBOND,STDFN-08YQ2A,008YQAB085,AAB008YQ2034A,TB-U,BB818,1,,
WINBOND,STDFN-08YQ2A,008YQAB085,AAB008YQ2034A,TB-U,BB853,1,,
WINBOND,STDFN-08YQ2A,008YQAB085,AAB008YQ2034A,TB-U,BB856,2,,
WINBOND,STDFN-08YQ2A,008YQAB085,AAB008YQ2034A,TB-U,BB878,2,,
WINBOND,STDFN-08YQ2A,008YQAB085,AAB008YQ2034A,TB-U,BB899,1,,
WINBOND,STDFN-08YQ2A,008YQAB085,AAB008YQ2034A,TB-U,BB917,2,,
WINBOND,STDFN-08YQ2A,008YQAB090,AAB008YQ2039B,TB-R,BBR03,3,,
WINBOND,STDFN-08YQ2A,008YQAB090,AAB008YQ2039B,TB-R,BBR26,1,,
WINBOND,STDFN-08YQ2A,008YQAB090,AAB008YQ2039B,TB-R,BBR39,2,,
WINBOND,STDFN-08YQ2A,008YQAB090,AAB008YQ2039B,TB-R,BBR45,1,,
WINBOND,STDFN-08YQ2A,008YQAB090,AAB008YQ2039B,TB-U,BB818,3,,
WINBOND,STDFN-08YQ2A,008YQAB090,AAB008YQ2039B,TB-U,BB853,3,,
WINBOND,STDFN-08YQ2A,008YQAB090,AAB008YQ2039B,TB-U,BB856,1,,
WINBOND,STDFN-08YQ2A,008YQAB090,AAB008YQ2039B,TB-U,BB870,4,,
WINBOND,STDFN-08YQ2A,008YQAB090,AAB008YQ2039B,TB-U,BB878,1,,
WINBOND,STDFN-08YQ2A,008YQAB090,AAB008YQ2039B,TB-U,BB882,4,,
WINBOND,STDFN-08YQ2A,008YQAB090,AAB008YQ2039B,TB-U,BB899,3,,
WINBOND,STDFN-08YQ2A,008YQAB090,AAB008YQ2039B,TB-U,BB917,3,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA,BB444,4,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA,BB457,4,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA,BB486,3,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA,BB489,4,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA,BB499,3,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA,BB500,4,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA,BB504,3,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA,BB508,4,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA,BB516,4,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA,BB525,4,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA,BB539,4,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA,BB551,3,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA,BB557,4,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA,BB564,4,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA,BB579,3,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA,BB607,4,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA,BB618,4,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA-2,BB704,4,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA-2,BB706,3,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA-2,BB707,3,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA-2,BB717,4,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA-2,BB728,4,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA-2,BB789,5,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA-2,BBB06,4,,
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA-2,BBB35,4,,
WINBOND,TSOP1-48AM2,048TWAB019,AAB048TW2009A,TA-2,BB706,1,,
WINBOND,TSOP1-48AM2,048TWAB019,AAB048TW2009A,TA-2,BB707,2,,
WINBOND,TSOP1-48AM2,048TWAB019,AAB048TW2009A,TA-2,BB719,1,,
WINBOND,TSOP2-54ME,054TNAB036,AAB054TN1005A,TA,BB449,2,,
WINBOND,TSOP2-54ME,054TNAB036,AAB054TN1005A,TA,BB451,2,,
WINBOND,TSOP2-54ME,054TNAB036,AAB054TN1005A,TA,BB460,1,,
WINBOND,TSOP2-54ME,054TNAB036,AAB054TN1005A,TA,BB574,1,,
WINBOND,TSOP2-54ME,054TNAB036,AAB054TN1005A,TA,BB615,1,,
WINBOND,TSOP2-54ME,054TNAB037,AAB054TN1004A,TA,BB447,4,,
WINBOND,TSOP2-54ME,054TNAB037,AAB054TN1004A,TA,BB540,4,,
WINBOND,TSOP2-54ME,054TNAB037,AAB054TN1004A,TA-2,BB716,4,,
WINBOND,TSOP2-54ME,054TNAB037,AAB054TN1004A,TA-2,BB724,4,,
WINBOND,TSOP2-54ME,054TNAB037,AAB054TN1004A,TA-2,BB770,4,,
WINBOND,TSOP2-54ME,054TNAB037,AAB054TN1004A,TA-2,BB782,5,,
WINBOND,TSOP2-54ME,054TNAB037,AAB054TN1004A,TA-2,BBB02,3,,
WINBOND,TSOP2-54ME,054TNAB037,AAB054TN1004A,TA-2,BBB17,4,,
WINBOND,TSOP2-54ME,054TNAB037,AAB054TN1004A,TA-2,BBB18,4,,
WINBOND,TSOP2-54ME,054TNAB037,AAB054TN1004A,TA-2,BBB31,4,,
WINBOND,TSOP2-54ME,054TNAB041,AAB054TN1005A,TA,BB449,3,,
WINBOND,TSOP2-54ME,054TNAB041,AAB054TN1005A,TA,BB451,2,,
WINBOND,TSOP2-54ME,054TNAB041,AAB054TN1005A,TA,BB460,3,,
WINBOND,TSOP2-54ME,054TNAB041,AAB054TN1005A,TA,BB484,4,,
WINBOND,TSOP2-54ME,054TNAB041,AAB054TN1005A,TA,BB574,3,,
WINBOND,TSOP2-54ME,054TNAB041,AAB054TN1005A,TA,BB615,2,,
WINBOND,TSOP2-66ME,066TNAB040,AAB066TN1004A,TB-U,BB832,1,,
WINBOND,TSOP2-66ME,066TNAB040,AAB066TN1004A,TB-U,BB867,1,,
WINBOND,TSOP2-66ME,066TNAB040,AAB066TN1004A,TB-U,BB881,1,,
WINBOND,VFBGA60B4L,060NRAB001,AB060NR1001A,TA,BB506,1,,
WINBOND,VFBGA60B4L,060NRAB001,AB060NR1001A,TA,BB559,2,,
WINBOND,VFBGA60B4L,060NRAB001,AB060NR1001A,TA,BB569,2,,
WINBOND,VFBGA60B4L,060NRAB001,AB060NR1001A,TA,BB621,1,,
WINBOND,VFBGA60B4L,060NRAB001,AB060NR1001A,TA-3,BB212,2,,
WINBOND,VFBGA60B4L,060NRAB001,AB060NR1001A,TA-3,BB218,2,,
WINBOND,VFBGA60B4L,060NRAB001,AB060NR1001A,TA-3,BB225,2,,
WINBOND,VFBGA60B4L,060NRAB001,AB060NR1001A,TA-3,BB229,2,,
WINBOND,VFBGA60B4L,060NRAB005,AAB060NR1004B,TA,BB542,1,,
WINBOND,VFBGA60B4L,060NRAB005,AAB060NR1004B,TA-2,BB773,1,,
WINBOND,VFBGA90B4L,090NCAB019,AAB090NC4006A,TA,BB595,1,,
ZJP,FBGA-96UEF,096EFYZ001,AYZ096EF2001A,TA,BB443,1,,
ZJP,FBGA-96UEF,096EFYZ001,AYZ096EF2001A,TA,BB458,2,,
ZJP,FBGA-96UEF,096EFYZ001,AYZ096EF2001A,TA,BB475,1,,
ZJP,FBGA-96UEF,096EFYZ001,AYZ096EF2001A,TA,BB480,2,,
ZJP,FBGA-96UEF,096EFYZ001,AYZ096EF2001A,TA,BB531,2,,
ZJP,FBGA-96UEF,096EFYZ001,AYZ096EF2001A,TA,BB544,1,,
ZJP,FBGA-96UEF,096EFYZ001,AYZ096EF2001A,TA,BB554,3,,
ZJP,FBGA-96UEF,096EFYZ001,AYZ096EF2001A,TA,BB558,2,,
ZJP,FBGA-96UEF,096EFYZ001,AYZ096EF2001A,TA,BB562,1,,
ZJP,FBGA-96UEF,096EFYZ001,AYZ096EF2001A,TA,BB580,2,,
ZJP,FBGA-96UEF,096EFYZ001,AYZ096EF2001A,TA,BB586,1,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,2582,,
