cust,pin_pkg,prod_id,bd_id,Location,Original ENT(10:30),Original ENT(11:00),Allocate ENT,Output plan
A-DATA,STBGA252C4V,252X2GJ006,AGJ252X20003A,TB-I,0,0,4,4264
A-DATA,STBGA252C4V,252X2GJ006,AGJ252X20003A,TB-IP,0,0,1,1041
AKM,QFN-36AB1,036ABBW009,ABW036AB1004A,TB-B,0,0,1,12115
AP Memory,DFN-08YM2G,008YMQW005,AQW008YM2003A,TB-I,0,0,2,128000
AP Memory,DFN-08YM2G,008YMQW005,AQW008YM2003A,TB-P,0,0,4,191518
AP Memory,DFN-08YM2G,008YMQW005,AQW008YM2003A,TB-R,0,0,4,144000
AP Memory,DFN-08YM2G,008YMQW005,AQW008YM2003A,TB-U,0,0,15,720000
CHIPLUS,MBGA48A2L,048MAHD001,AHD048MA4002A,TA,0,0,5,73426
CYPRESS,TSOP2-54CMES,054TSCS005,ACS054TS1012A,TA-2,0,0,2,6016
CYPRESS,TSOP2-54CMES,054TSCS017,ACS054TS1009A,TA-2,0,0,1,2014
ChipMOS,DFN-08Y62D,008Y6AW028,AAW008Y62014A,TB-P,0,0,1,168
ChipMOS,DFN-08YD2A,008YDAB014,AAB008YD2003A,TB-R,0,0,1,431
ChipMOS,DFN-08YD2A,008YDAB014,AAB008YD2003A,TB-U,0,0,3,282
ChipMOS,DFN-08YD2A,008YDVG006,ABU008YD2004A,TB-U,0,0,1,24
ChipMOS,DFN-08YD2A,008YDVG007,ABU008YD2003A,TB-U,0,0,1,19
ChipMOS,DFN-08YD2A,008YDVG008,ABU008YD2006A,TB-P,0,0,1,4
ChipMOS,DFN-08YD2A,008YDVG010,ABU008YD2002A,TB-U,0,0,1,10
ChipMOS,DFN-08YM2D,008YMAB046,AAB008YM2018A,TB-P,0,0,1,1244
ChipMOS,DFN-08YM2D,008YMAB047,AAB008YM2025A,TB-P,0,0,4,1147
ChipMOS,DFN-08YM2D,008YMAB048,AAB008YM2023A,TB-IP,0,0,1,269
ChipMOS,DFN-08YM2D,008YMAB051,AAB008YM2019A,TB-P,0,0,1,193
ChipMOS,DFN-08YM2D,008YMAB062,AAB008YM2023A,TB-U,0,0,1,181
ChipMOS,DFN-08YM2D,008YMAB068,AAB008YM2018A,TB-P,0,0,1,450
ChipMOS,DFN-08YM2D,008YMAW020,AAW008YM2004A,TB-P,0,0,2,255
ChipMOS,DFN-08YQ2A,008YQAB072,AAB008YQ2022A,TB-P,0,0,1,90
ChipMOS,DFN-08YQ2A,008YQAB078,AAB008YQ2032A,TB-P,0,0,2,120
ChipMOS,DFN-08YQ2A,008YQVG006,ABU008YQ2002A,TB-U,0,0,1,40
ChipMOS,DFN-08YQ2A,008YQVG013,ABU008YQ2006A,TB-U,0,0,1,14
ChipMOS,DFN-08YQ2A,008YQVG014,ABU008YQ2018A,TB-U,0,0,1,12
ChipMOS,QFN-20YU2D,020YUNI024,ANI020YU1005C,TB-I,0,0,2,850
ChipMOS,QFN-36AB1,036ABBW009,ABW036AB1004A,TB-B,0,0,1,200
ChipMOS,TSOP1-48/48M,048TPAW054,AAW048TP1026E,TA,0,0,2,82
ChipMOS,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA,0,0,1,180
ChipMOS,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA-2,0,0,1,64
ChipMOS,TSOP1-48AM,048TWMS080,AMS048TW1065A,TA,0,0,1,180
ChipMOS,TSOP2-54ME,054TNAB036,AAB054TN1005A,TA,0,0,1,120
ChipMOS,VFBGA90B4L,090NCAB019,AAB090NC4006A,TA,0,0,1,20
DIALOG,QFN-20YU2D,020YUNI024,ANI020YU1005C,TB-I,0,0,3,308752
EMC,FPSSLGA34VBV,0345JHQ001,AHQ0345J1001A,TB-R,0,0,3,13693
EMC,FPSSLGA41FRV,0415LHQ012,AHQ0415L1003B,TB-R,0,0,5,6585
EMC,FPSTLGA44tBV,0442JHQ015,AHQ0442J3003A,TB-IP,0,0,1,2333
EMC,FPSTLGA44tBV,0442JHQ016,AHQ0442J3003A,TB-I,0,0,8,61460
EMC,FPSTLGA44tBV,0442JHQ016,AHQ0442J3003A,TB-R,0,0,6,58065
ENG,DFN-08YQ2A,008YQCME30ENG,AAB008YQ2037A,TB-U,0,0,2,864
ENG,FPSLGA12f6V,0122ICM019ENG,AHQ0122I1001A,TB-I,0,0,1,960
Everspin,STDFN-08YD2E,008YDVE004,AVE008YD2002A,TB-U,0,0,3,26295
HOSIN,SSBGA153JAU,153XTSS004,ASS153XT3001A,TA-2,0,0,22,29998
ICSI,FBGA-78LEA,078EABU001,ABU078EA1001A,TA,0,0,9,21819
ICSI,FBGA-78LEA,078EABU001,ABU078EA1001A,TA-2,0,0,3,8327
ICSI,FBGA-96LEA,096EABU001,ABU096EA1001A,TA,0,0,12,40203
ICSI,FBGA-96LEA,096EABU001,ABU096EA1001A,TA-2,0,0,3,6895
ICSI,FBGA-96LEA,096EABU001,ABU096EA1001A,TA-3,0,0,1,5240
ICSI,FBGA-96UEF,096EFBU001,ABU096EF2001A,TA,0,0,10,116678
ICSI,FBGA-96UEF,096EFBU002,ABU096EF2002A,TA,0,0,2,93121
ICSI,MINIBGA48A1,048MABU002,CU048MA2012A,TA,0,0,2,15912
ICSI,MINIBGA54A4L,054MFBU005,ABU054MF2001B,TA-2,0,0,3,15562
ISSI-VG,DFN-08Y62D,008Y6VG005,ABU008Y62001A,TB-U,0,0,3,211510
ISSI-VG,DFN-08YD2A,008YDVG003,ABU008YD2008A,TB-U,0,0,3,203449
ISSI-VG,DFN-08YD2A,008YDVG005,ABU008YD2001A,TB-I,0,0,2,14080
ISSI-VG,DFN-08YD2A,008YDVG005,ABU008YD2001A,TB-P,0,0,3,24129
ISSI-VG,DFN-08YD2A,008YDVG010,ABU008YD2002A,TB-U,0,0,2,7040
ISSI-VG,DFN-08YM2D,008YMVG003,ABU008YM2002A,TB-P,0,0,1,32000
ISSI-VG,DFN-08YM2D,008YMVG003,ABU008YM2002A,TB-U,0,0,7,405629
ISSI-VG,MBGA24J4U,024MAVG011,ABU024MA6010A,TA-2,0,0,3,17632
ISSI-VG,STBGA24J4U,024XJVG009,ABU024XJ6003A,TA-3,0,0,2,34707
LAPIS,TSOP1-48A2,048TVOK056,AOK048TV1029A,TA-3,0,0,3,12800
MTI,FBGA-78U9,078U9MS017,AMS078C93001B,TA-2,0,0,21,149356
MTI,FBGA-78U9,078U9MS017,AMS078C93001B,TB-5P,0,0,12,106717
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TA,8.0,11.0,48,204329
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TA-2,0,0,1,7200
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-5B,1.0,1.0,6,32244
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-5P,5.0,5.0,12,55949
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-B,0,0,1,3580
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-I,1.0,1.0,6,28309
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-IP,1.0,2.0,6,28547
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-P,2.0,2.0,20,88219
MTI,FBGA-78UEN,078ENMS009,AMS078EN1001A,TB-U,0,0,1,7200
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA,0,0,11,75333
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA-2,0,0,3,16702
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TA-3,0,0,4,38085
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5B,0,0,5,33351
MTI,FBGA-96UEC,096ECMS010,AMS096EC3001B,TB-5P,0,0,18,122503
MTI,FBGA-96UEE,096EEMS006,AMS096EE2001A,TA-3,0,0,3,37293
MTI,TSOP1-48AM,048TWMS046,AMS048TW1037A,TA,0,0,10,21702
MTI,TSOP1-48AM,048TWMS059,AMS048TW1050A,TA,0,0,2,3822
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA,0,0,27,114141
MTI,TSOP1-48AM,048TWMS068,AMS048TW1058A,TA-2,0,0,15,68071
MTI,TSOP1-48AM,048TWMS075,AMS048TW1060A,TA,0,0,7,14371
MTI,TSOP1-48AM,048TWMS080,AMS048TW1065A,TA,0,0,2,68201
MXIC,DFN-08Y62D,008Y6AW024,AAW008Y62015A,TB-R,0,0,5,25189
MXIC,DFN-08Y62D,008Y6AW028,AAW008Y62014A,TB-P,0,0,9,257063
MXIC,DFN-08Y62D,008Y6AW028,AAW008Y62014A,TB-U,0,0,5,159055
MXIC,DFN-08YM2D,008YMAW020,AAW008YM2004A,TB-P,0,0,3,148667
MXIC,MBGA64J4U,064MRAW029,AAW064MR1009A,TA,0,0,3,75053
MXIC,MINIBGA24A4L,024MAAW048,AAW024MA6025A,TA-2,0,0,9,106651
MXIC,SSLGA16DOU,016D5AW011,AAW016D53004A,TA-2,0,0,5,63048
MXIC,SSLGA16DOU,016D5AW011,AAW016D53004A,TA-5,0,0,5,69973
MXIC,SSLGA16DOU,016D5AW011,AAW016D53004A,TB-P,0,0,1,9863
MXIC,SSLGA16DOU,016D5AW020,AAW016D53011A,TA-3,0,0,1,2454
MXIC,SSLGA16DOU,016D5AW020,AAW016D53011A,TA-5,0,0,11,28960
MXIC,TSOP1-48/48M,048TPAW054,AAW048TP1026E,TA,0,0,13,43669
MXIC,TSOP1-48/48M,048TPAW054,AAW048TP1026E,TA-2,0,0,3,6480
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA,0,0,16,112718
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA-2,0,0,3,23547
MXIC,TSOP1-48/48M,048TPAW056,AAW048TP1024D,TA-3,0,0,2,25920
MXIC,TSOP1-48/48M,048TPAW074,AAW048TP1034C,TA,0,0,1,660
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-2,6.0,9.0,23,134746
MXIC,TSOP1-48/M2,048TPAW086,AAW048TP1041B,TA-3,3.0,4.0,9,60531
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-2,0,0,5,3600
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-3,0,0,2,1440
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TA-5,13.0,16.0,28,150732
MXIC,TSOP1-48/M2,048TPAW103,AAW048TP1008B,TB-U,19.0,24.0,40,113777
PHISON,SSBGA153JAU,153XTNV024,ANV153XT3010A,TA-2,0,0,3,39420
PHISON,STBGA169D4V,169XNNV002,ANV169XN6002A,TB-I,0,0,5,19669
PHISON,STBGA169D4V,169XNNV002,ANV169XN6002A,TB-U,0,0,27,132683
SCS,STBGA200DDP,200KXUL001,AUL200KX1001A,TA-2,0,0,3,6517
WINBOND,DFN-08Y62D,008Y6AB024,AAB008Y62010A,TB-I,0,0,6,198329
WINBOND,DFN-08Y62D,008Y6AB024,AAB008Y62010A,TB-U,0,0,2,49841
WINBOND,DFN-08Y62D,008Y6AB028,AAB008Y62014A,TB-P,0,0,2,16660
WINBOND,DFN-08Y62D,008Y6AB028,AAB008Y62014A,TB-R,0,0,2,62216
WINBOND,DFN-08YB2G,008YBAB019,AAB008YB2008A,TB-P,0,0,2,15282
WINBOND,DFN-08YD2A,008YDAB014,AAB008YD2003A,TB-R,0,0,2,49284
WINBOND,DFN-08YD2A,008YDAB014,AAB008YD2003A,TB-U,0,0,13,249300
WINBOND,DFN-08YM2D,008YMAB047,AAB008YM2025A,TB-P,0,0,6,231677
WINBOND,DFN-08YM2D,008YMAB047,AAB008YM2025A,TB-U,0,0,4,122565
WINBOND,DFN-08YM2D,008YMAB048,AAB008YM2023A,TB-IP,0,0,1,32000
WINBOND,DFN-08YM2D,008YMAB048,AAB008YM2023A,TB-P,0,0,4,110029
WINBOND,DFN-08YM2D,008YMAB048,AAB008YM2023A,TB-U,0,0,3,64000
WINBOND,DFN-08YM2D,008YMAB062,AAB008YM2023A,TB-P,0,0,2,32000
WINBOND,DFN-08YM2D,008YMAB062,AAB008YM2023A,TB-R,0,0,3,48000
WINBOND,DFN-08YM2D,008YMAB062,AAB008YM2023A,TB-U,0,0,11,222295
WINBOND,FBGA-84UC2H,084UCAB028,AAB084CC9002A,TB-5P,0,0,2,23503
WINBOND,FBGA60UEM2-1,060EMAB004,AAB060EM2001A,TA-2,0,0,1,7023
WINBOND,FBGA96UEF3-2,096EFAB009,AAB096EF3001A,TA,0,0,3,7268
WINBOND,FBGA96UEL(2),096ELAB015,AAB096EL1002A,TA,0,0,4,98057
WINBOND,FBGA96UEL(2),096ELAB016,AAB096EL1003A,TA,0,0,13,68001
WINBOND,MBGA24J3U,024MAAB086,AAB024MAA008A,TA,0,0,7,41362
WINBOND,STBGA162B4U,162KEAB004,AAB162KE1002A,TA,0,0,17,42638
WINBOND,STBGA162B4U,162KEAB011,AAB162KE1006A,TA-2,0,0,3,10358
WINBOND,STDFN-08YQ2A,008YQAB085,AAB008YQ2034A,TB-R,0,0,4,43200
WINBOND,STDFN-08YQ2A,008YQAB085,AAB008YQ2034A,TB-U,0,0,6,38880
WINBOND,STDFN-08YQ2A,008YQAB090,AAB008YQ2039B,TB-R,0,0,4,29120
WINBOND,STDFN-08YQ2A,008YQAB090,AAB008YQ2039B,TB-U,0,0,8,86461
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA,0,0,17,130314
WINBOND,TSOP1-48AM,048TWAB012,AAB048TW2006A,TA-2,0,0,8,64125
WINBOND,TSOP1-48AM2,048TWAB019,AAB048TW2009A,TA-2,0,0,3,5520
WINBOND,TSOP2-54ME,054TNAB036,AAB054TN1005A,TA,0,0,5,20160
WINBOND,TSOP2-54ME,054TNAB037,AAB054TN1004A,TA,0,0,2,19524
WINBOND,TSOP2-54ME,054TNAB037,AAB054TN1004A,TA-2,0,0,8,89554
WINBOND,TSOP2-54ME,054TNAB041,AAB054TN1005A,TA,0,0,6,46459
WINBOND,TSOP2-66ME,066TNAB040,AAB066TN1004A,TB-U,0,0,3,6906
WINBOND,VFBGA60B4L,060NRAB001,AB060NR1001A,TA,0,0,4,32802
WINBOND,VFBGA60B4L,060NRAB001,AB060NR1001A,TA-3,0,0,4,40840
WINBOND,VFBGA60B4L,060NRAB005,AAB060NR1004B,TA,0,0,1,5566
WINBOND,VFBGA60B4L,060NRAB005,AAB060NR1004B,TA-2,0,0,1,5578
WINBOND,VFBGA90B4L,090NCAB019,AAB090NC4006A,TA,0,0,1,3809
ZJP,FBGA-96UEF,096EFYZ001,AYZ096EF2001A,TA,0,0,11,81254
